land_type_code,dryness_index,ndvi_p90,ndvi_p50,ndvi_p10,swir_b12,swir_b11,avg_frp,max_frp,activity_ratio,frp_trend,frp_early_avg,frp_early_max,frp_early_trend,persistence_days,dist_refinery_km,dist_power_km,dist_steel_km,dist_mining_km,dist_flare_km,dist_oilgas_km,nearest_industrial_code,persistence_class,persistence_days,behavior_class,behavior_cat,firetype_class,firetype_cat,lat,lon
40,0.526,0.752,0.248,0.104,0.16,0.104,4.3,4.3,0.1,0,4.3,4.3,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.28,81.83
40,0.533,0.784,0.256,0.08,0.156,0.1,6.93,6.93,0.1,0,6.93,6.93,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.29,81.84
40,0.586,0.784,0.288,0.112,0.196,0.124,5.42,5.42,0.1,0,5.42,5.42,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.3,81.85
40,0.53,0.784,0.256,0.072,0.152,0.096,6.33,6.33,0.1,0,6.33,6.33,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.32,81.83
40,0.557,0.8,0.24,0.088,0.172,0.116,5.94,8.61,0.2,5.33,5.94,8.61,5.33,2,100,100,100,100,100,100,-1,1,2,3,crop,1,agricultural_burn,7.32,81.84
40,0.538,0.76,0.304,0.144,0.18,0.112,3.65,3.65,0.1,0,3.65,3.65,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.39,81.76
40,0.475,0.808,0.528,0.296,0.196,0.108,9.16,9.16,0.1,0,9.16,9.16,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.61,80.94
30,0.48,0.752,0.552,0.36,0.22,0.132,5.38,5.38,0.1,0,5.38,5.38,0,1,100,46.74,100,28,100,100,3,0,1,1,grassland,3,wildfire,8.57,80.64
10,0.43,0.776,0.576,0.384,0.2,0.112,3.77,3.77,0.1,0,3.77,3.77,0,1,100,44.64,100,6.35,100,100,3,0,1,0,forest,3,wildfire,8.65,80.45
40,0.312,0.784,0.704,0.52,0.18,0.088,4.87,4.87,0.1,0,4.87,4.87,0,1,100,47.74,100,34.95,100,100,3,0,1,3,crop,1,agricultural_burn,9.15,80.52
40,0.833,0.432,0.184,0.112,0.424,0.384,6.36,6.36,0.1,0,6.36,6.36,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,20.96,94.87
10,0.362,0.664,0.48,0.328,0.144,0.08,3.79,3.79,0.1,0,3.79,3.79,0,1,100,18.46,100,14.13,100,100,6,0,1,0,forest,3,wildfire,28.79,80.21
40,-1,-1,-1,-1,-1,-1,4.94,4.94,0.1,0,4.94,4.94,0,1,100,14.6,100,100,100,100,6,0,1,3,crop,1,agricultural_burn,29.45,71.35
60,0.55,0.16,0.096,0.064,0.16,0.128,8.91,8.91,0.1,0,8.91,8.91,0,1,100,30.38,100,100,100,100,6,0,1,4,other,1,agricultural_burn,32,78.54
30,0.586,0.096,0.056,0.024,-1,-1,3.87,3.87,0.1,0,3.87,3.87,0,1,100,100,100,100,100,100,6,0,1,1,grassland,3,wildfire,24.87,68.07
60,0.734,0.168,0.104,0.08,0.268,0.24,4.56,4.56,0.1,0,4.56,4.56,0,1,100,100,100,100,100,100,6,0,1,4,other,1,agricultural_burn,24.87,68.06
40,0.528,0.656,0.448,0.208,0.196,0.128,3.13,3.13,0.1,0,3.13,3.13,0,1,100,7.33,100,100,100,100,1,0,1,3,crop,1,agricultural_burn,30.81,72
40,0.72,0.264,0.168,0.104,0.268,0.232,3.16,3.16,0.1,0,3.16,3.16,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,33.29,71.19
40,0.566,0.704,0.432,0.12,0.188,0.124,3.78,3.78,0.1,0,3.78,3.78,0,1,100,10.99,100,100,39.29,100,1,0,1,3,crop,1,agricultural_burn,31.64,72.19
30,0.578,0.672,0.4,0.136,0.2,0.136,2.41,2.41,0.1,0,2.41,2.41,0,1,100,11.88,100,100,38.18,100,1,0,1,1,grassland,3,wildfire,31.65,72.19
30,0.516,0.632,0.36,0.144,0.168,0.116,1.35,1.35,0.1,0,1.35,1.35,0,1,100,1.46,100,5.73,100,100,6,0,1,1,grassland,0,industrial_fire,23.66,85.51
30,0.629,0.608,0.392,0.184,0.244,0.16,1.35,1.35,0.1,0,1.35,1.35,0,1,100,7.54,100,0.85,100,100,6,0,1,1,grassland,2,mining_activity,23.67,84.99
50,0.523,0.408,0.216,0.024,0.132,0.096,0.92,0.92,0.1,0,0.92,0.92,0,1,100,0.34,100,3.94,100,100,6,0,1,4,other,0,industrial_fire,23.69,87.1
40,0.586,0.672,0.464,0.184,0.22,0.136,1.51,1.51,0.1,0,1.51,1.51,0,1,100,2.43,100,2.21,100,100,3,0,1,3,crop,0,industrial_fire,23.76,85.85
60,0.586,0.552,0.288,0.112,0.196,0.136,1.51,1.51,0.1,0,1.51,1.51,0,1,100,3.23,100,1.24,100,100,3,0,1,4,other,0,industrial_fire,23.76,85.86
50,0.569,0.504,0.288,0.152,0.2,0.152,1.14,1.14,0.1,0,1.14,1.14,0,1,100,6.15,100,1.31,100,100,3,0,1,4,other,2,mining_activity,23.81,86.33
10,0.516,0.232,0.144,0.072,0.144,0.124,2.67,2.67,0.1,0,2.67,2.67,0,1,100,0.51,100,3.77,100,100,1,0,1,0,forest,0,industrial_fire,15.19,76.66
10,0.595,0.312,0.176,0.096,0.196,0.164,2.84,2.84,0.1,0,2.84,2.84,0,1,100,1.54,100,3.49,100,100,6,0,1,0,forest,0,industrial_fire,15.19,76.68
40,0.42,0.792,0.648,0.472,0.224,0.12,1.8,1.8,0.1,0,1.8,1.8,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,6.52,80.93
10,0.547,0.712,0.584,0.344,0.252,0.144,3.68,3.68,0.1,0,3.68,3.68,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,6.88,81.59
30,0.427,0.656,0.544,0.424,0.212,0.144,2.76,2.76,0.1,0,2.76,2.76,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,7.04,79.89
10,0.238,0.832,0.784,0.68,0.192,0.088,1.57,1.57,0.1,0,1.57,1.57,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.27,81.28
10,0.329,0.808,0.712,0.576,0.208,0.104,1.67,1.67,0.1,0,1.67,1.67,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.64,80.97
10,0.475,0.752,0.536,0.344,0.212,0.136,1.14,1.46,0.2,-0.65,1.14,1.46,-0.65,2,100,0.52,100,4.6,100,100,1,1,2,0,forest,0,industrial_fire,31.26,76.92
20,0.665,0.224,0.152,0.112,0.24,0.212,1.12,1.12,0.1,0,1.12,1.12,0,1,100,100,100,100,100,100,-1,0,1,2,shrubland,3,wildfire,33.91,71.46
50,0.658,0.52,0.352,0.184,0.26,0.188,0.84,0.84,0.1,0,0.84,0.84,0,1,100,0.61,100,2,100,100,6,0,1,4,other,0,industrial_fire,24.82,73.09
40,0.814,0.416,0.208,0.144,0.372,0.332,0.65,0.65,0.1,0,0.65,0.65,0,1,100,5.35,100,4.45,100,100,3,0,1,3,crop,1,agricultural_burn,26.26,74.09
20,0.766,0.392,0.152,0.088,0.288,0.248,1.02,1.02,0.1,0,1.02,1.02,0,1,100,19.24,100,49.63,100,100,1,0,1,2,shrubland,3,wildfire,28.21,69.5
50,0.653,0.152,0.104,0.072,0.22,0.176,5.31,5.31,0.1,0,5.31,5.31,0,1,0.5,0.79,100,5.01,0.26,100,6,0,1,4,other,0,industrial_fire,22.34,69.87
10,0.458,0.752,0.664,0.408,0.224,0.116,28.12,28.12,0.1,0,28.12,28.12,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,6.71,81.22
40,0.487,0.752,0.664,0.36,0.224,0.12,28.12,28.12,0.1,0,28.12,28.12,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,6.71,81.23
30,0.36,0.792,0.704,0.584,0.228,0.124,6.04,6.04,0.1,0,6.04,6.04,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,6.84,81.49
10,0.353,0.808,0.728,0.584,0.224,0.116,5.59,5.59,0.1,0,5.59,5.59,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,6.85,81.47
10,0.343,0.792,0.728,0.576,0.216,0.116,5.48,5.48,0.1,0,5.48,5.48,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,6.91,81.49
40,0.653,0.704,0.384,0.168,0.252,0.172,4.85,4.85,0.1,0,4.85,4.85,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.06,81.81
10,0.257,0.84,0.784,0.672,0.2,0.096,4.81,4.81,0.1,0,4.81,4.81,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.36,81.26
10,0.278,0.824,0.768,0.672,0.212,0.104,4.53,4.53,0.1,0,4.53,4.53,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.37,81.26
40,0.526,0.768,0.352,0.2,0.192,0.112,3.94,3.94,0.1,0,3.94,3.94,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,7.45,81.72
10,0.382,0.816,0.72,0.608,0.248,0.128,11.65,11.65,0.1,0,11.65,11.65,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,7.58,81.4
40,0.586,0.792,0.488,0.304,0.26,0.152,1.13,1.13,0.1,0,1.13,1.13,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,8.33,81.03
30,0.42,0.76,0.616,0.448,0.216,0.12,5.31,5.31,0.1,0,5.31,5.31,0,1,100,17.48,100,29.84,100,100,6,0,1,1,grassland,3,wildfire,8.36,80.23
10,0.398,0.776,0.64,0.472,0.212,0.116,5.31,5.31,0.1,0,5.31,5.31,0,1,100,16.65,100,29.52,100,100,6,0,1,0,forest,3,wildfire,8.36,80.24
10,0.494,0.768,0.552,0.36,0.228,0.136,3.84,3.84,0.1,0,3.84,3.84,0,1,100,28.91,100,30.01,100,100,6,0,1,0,forest,3,wildfire,8.42,80.56
10,0.358,0.808,0.696,0.504,0.2,0.104,3.8,3.8,0.1,0,3.8,3.8,0,1,100,45.48,100,5.72,100,100,3,0,1,0,forest,3,wildfire,8.66,80.44
30,0.43,0.744,0.6,0.432,0.216,0.128,3.42,3.42,0.1,0,3.42,3.42,0,1,100,46.29,100,8.77,100,100,3,0,1,1,grassland,3,wildfire,8.66,80.47
40,0.742,0.48,0.328,0.224,0.32,0.244,3.45,3.45,0.1,0,3.45,3.45,0,1,100,10.62,100,45.05,100,100,1,0,1,3,crop,1,agricultural_burn,14.87,79.74
40,0.648,0.56,0.304,0.176,0.252,0.18,3.57,3.57,0.1,0,3.57,3.57,0,1,100,6.58,100,21.07,100,100,1,0,1,3,crop,1,agricultural_burn,15.39,75.22
30,0.641,0.696,0.424,0.2,0.256,0.168,4.27,4.27,0.1,0,4.27,4.27,0,1,100,6.49,100,4.68,100,100,3,0,1,1,grassland,3,wildfire,17.09,79.69
40,0.473,0.576,0.408,0.24,0.176,0.116,3.57,3.57,0.1,0,3.57,3.57,0,1,100,7.76,100,16.43,100,100,1,0,1,3,crop,1,agricultural_burn,18.71,74.45
-1,-1,-1,-1,-1,-1,-1,5.54,5.54,0.1,0,5.54,5.54,0,1,100,100,100,100,100,100,-1,0,1,4,other,,unknown,19.37,71.36
40,0.758,0.656,0.248,0.136,0.3,0.244,0.9,0.9,0.1,0,0.9,0.9,0,1,100,1.03,100,14.59,100,100,1,0,1,3,crop,0,industrial_fire,22.94,69.19
60,0.677,0.368,0.264,0.224,0.284,0.22,11.94,11.94,0.1,0,11.94,11.94,0,1,100,42.38,100,100,100,100,6,0,1,4,other,1,agricultural_burn,24.96,68.29
50,0.648,0.552,0.296,0.128,0.236,0.18,1.98,3.11,0.2,2.26,1.98,3.11,2.26,2,100,38.79,100,100,100,100,1,1,2,4,other,,unknown,26.09,68.88
50,0.792,0.232,0.184,0.128,0.316,0.276,3.38,3.38,0.1,0,3.38,3.38,0,1,100,100,100,100,100,100,-1,0,1,4,other,,unknown,26.84,68.12
40,0.619,0.672,0.36,0.152,0.228,0.164,3.52,3.52,0.1,0,3.52,3.52,0,1,100,10.32,100,100,100,100,1,0,1,3,crop,1,agricultural_burn,29.82,72.61
40,0.624,0.728,0.368,0.12,0.22,0.156,2.03,2.03,0.1,0,2.03,2.03,0,1,100,16.92,100,100,100,100,1,0,1,3,crop,1,agricultural_burn,29.94,72.06
40,0.605,0.72,0.392,0.152,0.22,0.156,5.26,5.26,0.1,0,5.26,5.26,0,1,100,13.16,100,100,100,100,1,0,1,3,crop,1,agricultural_burn,30.16,72.42
30,0.583,0.584,0.28,0.128,0.2,0.148,14.19,14.19,0.1,0,14.19,14.19,0,1,100,10.48,100,100,100,100,1,0,1,1,grassland,3,wildfire,30.89,73.2
40,0.581,0.592,0.288,0.144,0.204,0.156,11.6,11.6,0.1,0,11.6,11.6,0,1,100,9.76,100,100,100,100,1,0,1,3,crop,1,agricultural_burn,30.89,73.18
80,0.598,0.568,0.224,0.104,0.2,0.16,9.86,9.86,0.1,0,9.86,9.86,0,1,100,6.49,100,100,100,100,1,0,1,4,other,,unknown,31.03,73.37
40,0.595,0.68,0.408,0.192,0.228,0.164,3.13,3.13,0.1,0,3.13,3.13,0,1,100,6.04,100,100,100,100,1,0,1,3,crop,1,agricultural_burn,31.09,72.59
20,0.715,0.344,0.224,0.136,0.276,0.244,3.51,3.51,0.1,0,3.51,3.51,0,1,100,0.78,100,1.6,100,100,6,0,1,2,shrubland,0,industrial_fire,32.57,72.56
50,0.511,0.264,0.136,0.056,0.136,0.112,2.37,2.91,0.2,-1.08,2.37,2.91,-1.08,2,10.49,0.18,100,17.65,100,100,1,1,2,4,other,0,industrial_fire,17.61,83.2
40,0.526,0.488,0.272,0.152,0.176,0.132,3.67,4.41,0.2,-1.48,3.67,4.41,-1.48,2,100,0.83,100,8.82,100,100,1,1,2,3,crop,0,industrial_fire,21.2,81.42
10,0.533,0.488,0.272,0.128,0.172,0.132,2.93,2.93,0.1,0,2.93,2.93,0,1,100,0.57,100,8.15,100,100,1,0,1,0,forest,0,industrial_fire,21.2,81.41
40,0.61,0.624,0.336,0.12,0.212,0.148,2.37,2.37,0.1,0,2.37,2.37,0,1,100,7.85,100,1.19,100,100,3,0,1,3,crop,2,mining_activity,21.34,78.97
50,0.504,0.536,0.168,0.08,0.14,0.116,1.85,1.85,0.1,0,1.85,1.85,0,1,100,0.76,100,14.12,100,100,6,0,1,4,other,0,industrial_fire,21.38,81.68
40,0.482,0.616,0.264,0.128,0.144,0.104,0.73,0.73,0.1,0,0.73,0.73,0,1,100,0.36,100,17.9,100,100,1,0,1,3,crop,0,industrial_fire,21.39,81.64
30,0.607,0.648,0.416,0.184,0.232,0.16,2.57,2.57,0.1,0,2.57,2.57,0,1,30.42,2.21,100,0.49,25.65,100,3,0,1,1,grassland,0,industrial_fire,21.59,96.23
50,0.526,0.64,0.424,0.152,0.176,0.112,1.44,1.92,0.3,0.71,1.21,1.39,0.37,3,100,0.88,100,100,100,100,6,1,3,4,other,0,industrial_fire,22.36,87.29
50,0.526,0.168,0.104,0.032,0.136,0.112,0.92,0.92,0.1,0,0.92,0.92,0,1,100,0.47,100,4.94,100,100,1,0,1,4,other,0,industrial_fire,22.79,86.21
50,0.509,0.096,0.04,-0.024,0.116,0.108,1.59,1.59,0.1,0,1.59,1.59,0,1,100,0.87,100,4.57,100,100,6,0,1,4,other,0,industrial_fire,22.79,86.2
50,0.526,0.48,0.288,0.032,0.136,0.092,0.41,0.41,0.1,0,0.41,0.41,0,1,100,5.64,100,3.58,100,100,6,0,1,4,other,2,mining_activity,23.61,87.15
30,0.566,0.616,0.416,0.12,0.188,0.124,1.93,1.93,0.1,0,1.93,1.93,0,1,100,3.37,100,1.65,100,100,6,0,1,1,grassland,0,industrial_fire,23.66,87.16
10,0.259,0.832,0.776,0.392,0.108,0.056,6.61,6.61,0.1,0,6.61,6.61,0,1,100,9.34,100,38.01,100,100,1,0,1,0,forest,3,wildfire,34.47,73.86
10,0.31,0.752,0.648,0.392,0.136,0.08,6.61,6.61,0.1,0,6.61,6.61,0,1,100,8.28,100,38.44,100,100,1,0,1,0,forest,3,wildfire,34.48,73.86
40,0.61,0.208,0.136,0.048,0.188,0.164,3.64,3.64,0.1,0,3.64,3.64,0,1,100,0.6,100,100,100,100,1,0,1,3,crop,0,industrial_fire,32.1,74.17
60,0.746,0.2,0.136,0.096,0.28,0.252,0.87,0.87,0.1,0,0.87,0.87,0,1,100,100,100,100,100,100,-1,0,1,4,other,1,agricultural_burn,33.27,71.31
60,0.71,0.32,0.176,0.12,0.268,0.236,1.01,1.21,0.2,0.4,1.01,1.21,0.4,2,100,45.96,100,100,100,100,1,1,2,4,other,1,agricultural_burn,33.55,71.55
50,0.696,0.504,0.248,0.144,0.268,0.224,0.82,0.82,0.1,0,0.82,0.82,0,1,16.49,0.1,100,8.01,100,100,1,0,1,4,other,0,industrial_fire,33.69,72.71
60,0.674,0.168,0.112,0.072,0.232,0.204,0.9,0.9,0.1,0,0.9,0.9,0,1,100,19.78,100,47.9,100,100,1,0,1,4,other,1,agricultural_burn,33.9,71.91
50,0.509,0.288,0.144,0.072,0.14,0.108,3.38,3.38,0.1,0,3.38,3.38,0,1,100,0.73,100,8.91,100,100,1,0,1,4,other,0,industrial_fire,21.18,81.38
50,0.667,0.128,0.08,0.048,0.22,0.184,3.06,3.06,0.1,0,3.06,3.06,0,1,0.77,1.24,100,5.42,0.6,100,6,0,1,4,other,0,industrial_fire,22.34,69.86
50,0.65,0.168,0.12,0.088,0.224,0.184,2.19,2.19,0.1,0,2.19,2.19,0,1,1.74,1.32,100,5.97,1.48,100,6,0,1,4,other,0,industrial_fire,22.34,69.85
40,0.73,0.52,0.24,0.16,0.292,0.228,2.03,2.03,0.1,0,2.03,2.03,0,1,100,0.69,100,14.12,100,100,6,0,1,3,crop,0,industrial_fire,22.93,69.82
10,0.514,0.368,0.208,0.144,-1,-1,0.72,0.72,0.1,0,0.72,0.72,0,1,100,0.24,100,1.35,100,100,6,0,1,0,forest,0,industrial_fire,23.5,68.58
20,0.571,0.496,0.336,0.112,0.188,0.132,2.57,2.57,0.1,0,2.57,2.57,0,1,100,6.6,100,2.7,100,100,6,0,1,2,shrubland,2,mining_activity,15.11,76.8
-1,-1,-1,-1,-1,-1,-1,3.27,3.27,0.1,0,3.27,3.27,0,1,100,100,100,100,100,100,-1,0,1,4,other,,unknown,19.18,70.95
30,0.722,0.264,0.144,0.112,0.272,0.224,5.28,5.28,0.1,0,5.28,5.28,0,1,100,10.48,100,9.07,100,100,3,0,1,1,grassland,3,wildfire,29.55,90.96
30,0.425,0.744,0.6,0.44,0.216,0.116,2.47,2.47,0.1,0,2.47,2.47,0,1,100,19.56,100,39.08,100,100,1,0,1,1,grassland,3,wildfire,7.86,79.96
30,0.475,0.768,0.488,0.32,0.204,0.116,6.4,6.4,0.1,0,6.4,6.4,0,1,100,100,100,100,100,100,-1,0,1,1,grassland,3,wildfire,8.01,81.1
30,0.427,0.744,0.64,0.472,0.228,0.124,5.51,5.51,0.1,0,5.51,5.51,0,1,100,23.68,100,23.75,100,100,6,0,1,1,grassland,3,wildfire,8.13,80.05
10,0.468,0.792,0.496,0.32,0.2,0.112,4.4,4.4,0.1,0,4.4,4.4,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,8.21,81.03
10,0.341,0.76,0.632,0.432,-1,-1,3.92,3.92,0.1,0,3.92,3.92,0,1,100,22.56,100,27.24,100,100,6,0,1,0,forest,3,wildfire,8.29,80.15
30,0.346,0.776,0.584,0.424,-1,-1,4.62,4.62,0.1,0,4.62,4.62,0,1,100,100,100,100,100,100,6,0,1,1,grassland,3,wildfire,8.45,80.81
10,0.274,0.816,0.696,0.544,-1,-1,3.52,3.52,0.1,0,3.52,3.52,0,1,100,44.43,100,36.85,100,100,6,0,1,0,forest,3,wildfire,8.48,80.69
30,0.43,0.776,0.608,0.408,0.208,0.116,6.76,6.76,0.1,0,6.76,6.76,0,1,100,31.74,100,10.13,100,100,3,0,1,1,grassland,3,wildfire,8.54,80.41
10,0.446,0.736,0.56,0.416,0.22,0.128,4.4,4.4,0.1,0,4.4,4.4,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,8.57,80.89
40,0.3,0.8,0.736,0.6,0.2,0.1,4.69,4.69,0.1,0,4.69,4.69,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,8.62,80.88
10,0.269,0.848,0.744,0.592,0.18,0.084,4.08,4.08,0.1,0,4.08,4.08,0,1,100,100,100,27.3,100,100,3,0,1,0,forest,3,wildfire,8.67,80.64
40,0.444,0.792,0.592,0.384,0.208,0.12,1.88,1.88,0.1,0,1.88,1.88,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,8.69,80.85
30,0.24,0.84,0.776,0.64,0.18,0.08,7.13,7.13,0.1,0,7.13,7.13,0,1,100,100,100,46.1,100,100,3,0,1,1,grassland,3,wildfire,8.74,80.8
10,0.194,0.832,0.792,0.656,0.16,0.068,13.98,13.98,0.1,0,13.98,13.98,0,1,100,100,100,30.43,100,100,3,0,1,0,forest,3,wildfire,8.74,80.65
10,0.24,0.848,0.792,0.616,0.172,0.072,10.18,10.18,0.1,0,10.18,10.18,0,1,100,100,100,31.87,100,100,3,0,1,0,forest,3,wildfire,8.75,80.66
40,0.406,0.808,0.584,0.376,0.184,0.092,5.23,5.23,0.1,0,5.23,5.23,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,8.78,80.88
40,0.386,0.776,0.64,0.528,0.224,0.132,2.88,2.88,0.1,0,2.88,2.88,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,8.79,81.09
40,0.372,0.784,0.656,0.456,0.192,0.104,8.83,8.83,0.1,0,8.83,8.83,0,1,100,100,100,28.16,100,100,3,0,1,3,crop,1,agricultural_burn,8.81,80.58
10,0.307,0.8,0.704,0.552,0.188,0.096,17.72,17.72,0.1,0,17.72,17.72,0,1,100,100,100,28.97,100,100,3,0,1,0,forest,3,wildfire,8.81,80.59
10,0.18,0.848,0.792,0.704,0.168,0.072,8.44,8.44,0.1,0,8.44,8.44,0,1,100,100,100,38.77,100,100,3,0,1,0,forest,3,wildfire,8.84,80.68
10,0.254,0.816,0.776,0.592,0.172,0.08,10.18,10.18,0.1,0,10.18,10.18,0,1,100,100,100,39.98,100,100,3,0,1,0,forest,3,wildfire,8.87,80.67
30,0.276,0.816,0.76,0.568,0.176,0.084,15.06,15.06,0.1,0,15.06,15.06,0,1,100,100,100,40.71,100,100,3,0,1,1,grassland,3,wildfire,8.88,80.67
40,0.458,0.728,0.552,0.36,0.208,0.124,4.31,4.31,0.1,0,4.31,4.31,0,1,100,100,100,34.25,100,100,3,0,1,3,crop,1,agricultural_burn,8.89,80.57
10,0.185,0.8,0.76,0.672,0.16,0.072,4.33,4.33,0.1,0,4.33,4.33,0,1,100,45.97,100,35.05,100,100,3,0,1,0,forest,3,wildfire,8.95,80.37
40,0.444,0.704,0.52,0.312,0.184,0.104,2.25,2.25,0.1,0,2.25,2.25,0,1,100,100,100,100,100,100,-1,0,1,3,crop,1,agricultural_burn,9,80.84
10,0.427,0.76,0.616,0.424,0.212,0.124,7.59,7.59,0.1,0,7.59,7.59,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,9,80.68
10,0.396,0.784,0.632,0.44,0.2,0.112,7.94,7.94,0.1,0,7.94,7.94,0,1,100,100,100,100,100,100,-1,0,1,0,forest,3,wildfire,9.04,80.68
10,0.228,0.8,0.752,0.648,0.176,0.08,4.93,4.93,0.1,0,4.93,4.93,0,1,100,100,100,36.15,100,100,3,0,1,0,forest,3,wildfire,9.08,80.47
30,0.787,0.584,0.304,0.184,0.332,0.26,3.51,3.51,0.1,0,3.51,3.51,0,1,100,4.6,100,45.26,100,100,1,0,1,1,grassland,3,wildfire,9.22,78.65
10,0.379,0.8,0.544,0.36,0.164,0.088,4.77,4.77,0.1,0,4.77,4.77,0,1,100,48.73,100,49.87,100,100,6,0,1,0,forest,3,wildfire,9.28,80.71
40,0.559,0.624,0.424,0.24,0.224,0.14,5.73,5.73,0.1,0,5.73,5.73,0,1,100,7.76,100,7.06,100,100,3,0,1,3,crop,1,agricultural_burn,9.3,77.48
30,0.749,0.448,0.2,0.128,0.292,0.216,21.77,21.77,0.1,0,21.77,21.77,0,1,100,2.78,100,100,100,100,1,0,1,1,grassland,0,industrial_fire,9.39,78.89
40,0.504,0.6,0.328,0.176,0.172,0.108,4.04,4.04,0.1,0,4.04,4.04,0,1,100,13.23,100,15.84,100,100,1,0,1,3,crop,1,agricultural_burn,9.43,80.36
40,0.566,0.712,0.368,0.144,0.196,0.128,10.63,10.63,0.1,0,10.63,10.63,0,1,100,18.95,100,29.75,100,100,6,0,1,3,crop,1,agricultural_burn,9.45,80.5
10,0.641,0.432,0.288,0.2,0.256,0.188,5.07,5.07,0.1,0,5.07,5.07,0,1,100,8.87,100,22.89,100,100,1,0,1,0,forest,3,wildfire,9.48,80.4
40,0.509,0.688,0.568,0.432,0.26,0.16,1.4,1.4,0.1,0,1.4,1.4,0,1,100,3.52,100,31.58,100,100,1,0,1,3,crop,0,industrial_fire,9.61,80.3
10,0.622,0.632,0.392,0.256,0.264,0.184,4.38,4.38,0.1,0,4.38,4.38,0,1,100,4.93,100,5.99,100,100,1,0,1,0,forest,3,wildfire,9.8,78.18
10,0.372,0.768,0.552,0.336,0.152,0.08,7.84,7.84,0.1,0,7.84,7.84,0,1,100,3.88,100,6.42,100,100,6,0,1,0,forest,0,industrial_fire,10.05,77.95
40,0.382,-1,-1,-1,0.212,0.124,4.04,4.04,0.1,0,4.04,4.04,0,1,32.06,8.34,100,35.64,100,21.98,1,0,1,3,crop,1,agricultural_burn,10.94,79.54
40,0.73,0.544,0.344,0.184,0.3,0.232,1.86,1.86,0.1,0,1.86,1.86,0,1,100,3.71,100,30.82,100,100,1,0,1,3,crop,0,industrial_fire,11.36,77.26
50,0.634,0.584,0.432,0.224,0.26,0.192,4.18,4.18,0.1,0,4.18,4.18,0,1,100,2.6,100,12.32,100,100,6,0,1,4,other,0,industrial_fire,11.42,78.16
10,0.535,0.696,0.528,0.328,0.24,0.164,5.71,5.71,0.1,0,5.71,5.71,0,1,100,5.6,100,30.85,100,100,6,0,1,0,forest,3,wildfire,11.46,77.47
40,0.571,0.672,0.424,0.232,0.228,0.148,4.61,4.61,0.1,0,4.61,4.61,0,1,100,4.31,100,22.47,100,100,1,0,1,3,crop,1,agricultural_burn,11.53,78.71
40,0.574,0.712,0.464,0.264,0.24,0.156,4.14,4.14,0.1,0,4.14,4.14,0,1,100,4.54,100,13.6,100,100,6,0,1,3,crop,1,agricultural_burn,11.56,79.63
10,0.494,0.68,0.528,0.336,0.22,0.14,2.19,2.19,0.1,0,2.19,2.19,0,1,100,3.29,100,14.18,100,100,1,0,1,0,forest,0,industrial_fire,11.67,78.44
40,0.698,0.528,0.344,0.2,0.288,0.212,1.61,1.61,0.1,0,1.61,1.61,0,1,100,2.26,100,40.08,100,100,1,0,1,3,crop,0,industrial_fire,12.06,76.92
40,0.509,0.664,0.52,0.336,0.228,0.14,13.42,13.42,0.1,0,13.42,13.42,0,1,100,6.58,100,8.72,100,100,1,0,1,3,crop,1,agricultural_burn,12.13,79.65
